surname,variant,variant_source,country,country_source,attested_by,phonetic_skeleton
KAPALKY,KAPALKA,grammar,,,,kplk
KAPALLA,KAPALLY,grammar,PL,register,pesel,kpl
KAPALLY,KAPALLA,grammar,,,,kpl
KAPALSKA,KAPALSKI,grammar,PL,register,pesel,kplsk
KAPALSKI,KAPALSKA,grammar,PL,register,pesel,kplsk
KAPALY,KAPALA,grammar,,,,kpl
KAPANAJKO,,,PL,register,pesel,kpnk
KAPANKA,KAPANKY,grammar,PL,register,pesel,kpnk
KAPANKE,,,PL,register,pesel,kpnk
KAPANKY,KAPANKA,grammar,,,,kpnk
KAPANOSKA,KAPANOSKI,grammar,PL,register,pesel,kpnsk
KAPANOSKI,KAPANOSKA,grammar,PL,register,pesel,kpnsk
KAPANOWSKA,KAPANOWSKI,grammar,PL,register,pesel,kpnvsk
KAPANOWSKI,KAPANOWSKA,grammar,PL,register,pesel,kpnvsk
KAPANUSCH,,,PL,register,pesel,kpns
KAPAON,,,PL,register,pesel,kpn
KAPARNIK,,,PL,register,pesel,kprnk
KAPARSKA,KAPARSKI,grammar,PL,register,pesel,kprsk
KAPARSKI,KAPARSKA,grammar,PL,register,pesel,kprsk
KAPARUK,,,PL,register,pesel,kprk
KAPAŚ,,,PL,register,pesel,kps
KAPATKA,KAPATKY,grammar,PL,register,pesel,kptk
KAPATKY,KAPATKA,grammar,,,,kptk
KAPAŁA,KAPAŁY,grammar,PL,register,pesel,kp
KAPAŁA,KĄPAŁY,grammar,PL,register,pesel,kp
KAPAŁA-AL AHMED,,,PL,register,pesel,kpl hmd
KAPAŁCZYŃSKA,KAPAŁCZYŃSKI,grammar,PL,register,pesel,kpcnsk
KAPAŁCZYŃSKI,KAPAŁCZYŃSKA,grammar,PL,register,pesel,kpcnsk
KAPAŁKA,KAPAŁKY,grammar,PL,register,pesel,kpk
KAPAŁKA-REC,,,PL,register,pesel,kpkrc
KAPAŁKA-TOMASZEWSKA,KAPAŁKA-TOMASZEWSKI,grammar,PL,register,pesel,kpktmsvs
KAPAŁKA-TOMASZEWSKI,KAPAŁKA-TOMASZEWSKA,grammar,,,,kpktmsvs
KAPAŁKY,KAPAŁKA,grammar,,,,kpk
KAPAŁOWSKA,KAPAŁOWSKI,grammar,PL,register,pesel,kpvsk
KAPAŁOWSKI,KAPAŁOWSKA,grammar,,,,kpvsk
KAPAŁY,KAPAŁA,grammar,,,,kp
KAPAŁY,KĄPAŁA,grammar,,,,kp
KAPCEWICZ,,,PL,register,pesel,kpsvc
KAPCIA,KAPCIY,grammar,PL,register,pesel,kps
KAPCIAK,,,PL,register,pesel,kpsk
KAPCIŃSKA,KAPCIŃSKI,grammar,PL,register,pesel,kpsnsk
KAPCIŃSKI,KAPCIŃSKA,grammar,PL,register,pesel,kpsnsk
KAPCIO,,,PL,register,pesel,kps
KAPCIUCH,,,PL,register,pesel,kpsc
KAPCIUK,,,PL,register,pesel,kpsk
KAPCIY,KAPCIA,grammar,,,,kps
KAPCZAK,,,PL,register,pesel,kpck
KAPCZUK,,,PL,register,pesel,kpck
KAPCZYK,,,PL,register,pesel,kpck
KAPCZYŃSKA,KAPCZYŃSKI,grammar,PL,register,pesel,kpcnsk
KAPCZYŃSKA,KAPCZYNSKI,grammar,PL,register,pesel,kpcnsk
KAPCZYŃSKA-HELMI,,,PL,register,pesel,kpcnskhl
KAPCZYŃSKI,KAPCZYŃSKA,grammar,PL,register,pesel,kpcnsk
KAPCZYŃSKI,KAPCZYNSKA,grammar,PL,register,pesel,kpcnsk
KAPEĆ,,,PL,register,pesel,kpc
KAPECKA,KAPECKI,grammar,PL,register,pesel,kpk
KAPECKI,KAPECKA,grammar,PL,register,pesel,kpk
KAPĘDZIA,,,PL,register,pesel,kpdz
KAPEJA,KAPEJY,grammar,PL,register,pesel,kp
KAPEJEWSKA,KAPEJEWSKI,grammar,PL,register,pesel,kpvsk
KAPEJEWSKI,KAPEJEWSKA,grammar,PL,register,pesel,kpvsk
KAPEJY,KAPEJA,grammar,,,,kp
KAPEK,,,PL,register,pesel,kpk
KAPEL,,,PL,register,pesel,kpl
KAPEL-MAJDECKA,KAPEL-MAJDECKI,grammar,PL,register,pesel,kplmdk
KAPEL-MAJDECKI,KAPEL-MAJDECKA,grammar,,,,kplmdk
KAPELA,KAPELY,grammar,PL,register,pesel,kpl
KAPELA SALAMAU,,,PL,register,pesel,kpl slm
KAPELAK,,,PL,register,pesel,kplk
KAPELAN,,,PL,register,pesel,kpln
KAPELAŃCZYK,,,PL,register,pesel,kplnck
KAPELANIK,,,PL,register,pesel,kplnk
KAPELANOWICZ,,,PL,register,pesel,kplnvc
KAPELANOWSKA,KAPELANOWSKI,grammar,PL,register,pesel,kplnvsk
KAPELANOWSKI,KAPELANOWSKA,grammar,PL,register,pesel,kplnvsk
KAPELAŃSKA,KAPELAŃSKI,grammar,PL,register,pesel,kplnsk
KAPELAŃSKI,KAPELAŃSKA,grammar,PL,register,pesel,kplnsk
KAPELANT,,,PL,register,pesel,kplnt
KAPELARZ,,,PL,register,pesel,kplrz
KAPELATY,,,PL,register,pesel,kplt
KAPELCZAK,,,PL,register,pesel,kplck
KAPELEWICZ,,,PL,register,pesel,kplvc
KAPELEWSKA,KAPELEWSKI,grammar,PL,register,pesel,kplvsk
KAPELEWSKI,KAPELEWSKA,grammar,PL,register,pesel,kplvsk
KAPELIŃSKA,KAPELIŃSKI,grammar,PL,register,pesel,kplnsk
KAPELIŃSKI,KAPELIŃSKA,grammar,PL,register,pesel,kplnsk
KAPELKA,KAPELKY,grammar,PL,register,pesel,kplk
KAPELKO,,,PL,register,pesel,kplk
KAPELKY,KAPELKA,grammar,,,,kplk
KAPELLA,KAPELLY,grammar,PL,register,pesel,kpl
KAPELLAK,,,PL,register,pesel,kplk
KAPELLY,KAPELLA,grammar,,,,kpl
KAPELSKA,KAPELSKI,grammar,PL,register,pesel,kplsk
KAPELSKI,KAPELSKA,grammar,PL,register,pesel,kplsk
KAPELUCH,,,PL,register,pesel,kplc
KAPELUK,,,PL,register,pesel,kplk
KAPELUŚ,,,PL,register,pesel,kpls
KAPELUSIAK,,,PL,register,pesel,kplsk
KAPELUSZ,,,PL,register,pesel,kpls
KAPELUSZNA,KAPELUSZNY,grammar,PL,register,pesel,kplsn
KAPELUSZNY,KAPELUSZNA,grammar,PL,register,pesel,kplsn
KAPELY,KAPELA,grammar,,,,kpl
KAPENIAK,,,PL,register,pesel,kpnk
KAPER,,,PL,register,pesel,kpr
KAPERA,KAPERY,grammar,PL,register,pesel,kpr
KAPERCZAK,,,PL,register,pesel,kprck
KAPEREK,,,PL,register,pesel,kprk
KAPERNOS,,,PL,register,pesel,kprns
KAPEROWSKA,KAPEROWSKI,grammar,PL,register,pesel,kprvsk
KAPEROWSKI,KAPEROWSKA,grammar,PL,register,pesel,kprvsk
KAPERSKA,KAPERSKI,grammar,PL,register,pesel,kprsk
KAPERSKI,KAPERSKA,grammar,PL,register,pesel,kprsk
KAPERSTEIN,,,PL,register,pesel,kprstn
KAPERY,KAPERA,grammar,,,,kpr
KAPERZYŃSKA,KAPERZYŃSKI,grammar,PL,register,pesel,kprznsk
KAPERZYŃSKI,KAPERZYŃSKA,grammar,PL,register,pesel,kprznsk
KAPES,,,PL,register,pesel,kps
KAPETANI,,,PL,register,pesel,kptn
KAPEŁKA,KAPEŁKY,grammar,PL,register,pesel,kpk
KAPEŁKY,KAPEŁKA,grammar,,,,kpk
KAPEŁUŚ,,,PL,register,pesel,kps
KAPFER,,,PL,register,pesel,kpfr
KAPI,,,PL,register,pesel,kp
KAPIARZ,,,PL,register,pesel,kprz
KAPIAS,,,PL,register,pesel,kps
KAPIC,,,PL,register,pesel,kpc
KAPICA,KAPICY,grammar,PL,register,pesel,kpc
KAPICER,,,PL,register,pesel,kpsr
KAPICH,,,PL,register,pesel,kpc
KAPICIAK,,,PL,register,pesel,kpsk
KAPICKA,KAPICKI,grammar,PL,register,pesel,kpk
KAPICKA,KĄPICKI,grammar,PL,register,pesel,kpk
KAPICKI,KAPICKA,grammar,PL,register,pesel,kpk
KAPICKI,KĄPICKA,grammar,PL,register,pesel,kpk
KAPICY,KAPICA,grammar,,,,kpc
KAPICZAK,,,PL,register,pesel,kpck
KAPICZENKO,,,PL,register,pesel,kpsnk
KAPICZKE,,,PL,register,pesel,kpk
KAPICZOWSKA,KAPICZOWSKI,grammar,PL,register,pesel,kpcvsk
KAPICZOWSKI,KAPICZOWSKA,grammar,PL,register,pesel,kpcvsk
KAPICZYŃSKA,KAPICZYŃSKI,grammar,PL,register,pesel,kpcnsk
KAPICZYŃSKI,KAPICZYŃSKA,grammar,PL,register,pesel,kpcnsk
KAPIDURA,KAPIDURY,grammar,PL,register,pesel,kpdr
KAPIDURY,KAPIDURA,grammar,,,,kpdr
KAPIEC,,,PL,register,pesel,kpc
KĄPIELA,KĄPIELY,grammar,PL,register,pesel,kpl
KĄPIELEWSKA,KĄPIELEWSKI,grammar,PL,register,pesel,kplvsk
KĄPIELEWSKI,KĄPIELEWSKA,grammar,PL,register,pesel,kplvsk
KĄPIELSKA,KĄPIELSKI,grammar,PL,register,pesel,kplsk
KĄPIELSKI,KĄPIELSKA,grammar,PL,register,pesel,kplsk
KĄPIELY,KĄPIELA,grammar,,,,kpl
KAPIEWICZ,,,PL,register,pesel,kpvc
KAPIJ,,,PL,register,pesel,kp
KAPIJAS,,,PL,register,pesel,kps
KAPIK,,,PL,register,pesel,kpk
KAPIL,,,PL,register,pesel,kpl
KAPILEWICZ,,,PL,register,pesel,kplvc
KĄPINKIEWICZ,,,PL,register,pesel,kpnkvc
KAPINOS,,,PL,register,pesel,kpns
KĄPIŃSKA,KĄPIŃSKI,grammar,PL,register,pesel,kpnsk
KĄPIŃSKA,KAPIŃSKI,grammar,PL,register,pesel,kpnsk
KĄPIŃSKI,KĄPIŃSKA,grammar,PL,register,pesel,kpnsk
KĄPIŃSKI,KAPIŃSKA,grammar,PL,register,pesel,kpnsk
KAPINUS,,,PL,register,pesel,kpns
KAPIRULLIN,,,PL,register,pesel,kprln
KAPIS,,,PL,register,pesel,kps
KAPISCHKA,KAPISCHKY,grammar,PL,register,pesel,kpsk
KAPISCHKE,,,PL,register,pesel,kpsk
KAPISCHKY,KAPISCHKA,grammar,,,,kpsk
KAPISZ,,,PL,register,pesel,kps
KAPISZEWSKA,KAPISZEWSKI,grammar,PL,register,pesel,kpsvsk
KAPISZEWSKI,KAPISZEWSKA,grammar,PL,register,pesel,kpsvsk
KAPISZKA,KAPISZKY,grammar,PL,register,pesel,kpsk
KAPISZKE,,,PL,register,pesel,kpsk
KAPISZKY,KAPISZKA,grammar,,,,kpsk
KAPITAJNA,KAPITAJNY,grammar,PL,register,pesel,kptn
KAPITAJNY,KAPITAJNA,grammar,,,,kptn
KAPITAN,,,PL,register,pesel,kptn
KAPITAŃCZUK,,,PL,register,pesel,kptnck
KAPITAŃCZYK,,,PL,register,pesel,kptnck
KAPITANIAK,,,PL,register,pesel,kptnk
KAPITANIEC,,,PL,register,pesel,kptnc
KAPITANIK,,,PL,register,pesel,kptnk
KAPITANIUK,,,PL,register,pesel,kptnk
KAPITANOWICZ,,,PL,register,pesel,kptnvc
KAPITANOWSKA,KAPITANOWSKI,grammar,PL,register,pesel,kptnvsk
KAPITANOWSKI,KAPITANOWSKA,grammar,PL,register,pesel,kptnvsk
KAPITAŃSKA,KAPITAŃSKI,grammar,PL,register,pesel,kptnsk
KAPITAŃSKI,KAPITAŃSKA,grammar,PL,register,pesel,kptnsk
KAPITKOWSKA,KAPITKOWSKI,grammar,PL,register,pesel,kptkvsk
KAPITKOWSKI,KAPITKOWSKA,grammar,PL,register,pesel,kptkvsk
KAPITOWSKA,KAPITOWSKI,grammar,PL,register,pesel,kptvsk
KAPITOWSKI,KAPITOWSKA,grammar,PL,register,pesel,kptvsk
KAPITULEWSKA,KAPITULEWSKI,grammar,PL,register,pesel,kptlvsk
KAPITULEWSKI,KAPITULEWSKA,grammar,PL,register,pesel,kptlvsk
KAPITULSKA,KAPITULSKI,grammar,PL,register,pesel,kptlsk
KAPITULSKI,KAPITULSKA,grammar,PL,register,pesel,kptlsk
KAPITUŁA,KAPITUŁY,grammar,PL,register,pesel,kpt
KAPITUŁKA,KAPITUŁKY,grammar,PL,register,pesel,kptk
KAPITUŁKY,KAPITUŁKA,grammar,,,,kptk
KAPITUŁY,KAPITUŁA,grammar,,,,kpt
KAPITZ,,,PL,register,pesel,kptz
KAPITZA,KAPITZY,grammar,PL,register,pesel,kptz
KAPITZY,KAPITZA,grammar,,,,kptz
KAPIWĄS,,,PL,register,pesel,kpvs
KAPKA,KAPKY,grammar,PL,register,pesel,kpk
KAPKIN,,,PL,register,pesel,kpkn
KAPKO,,,PL,register,pesel,kpk
KAPKOWICZ,,,PL,register,pesel,kpkvc
KAPKOWSKA,KAPKOWSKI,grammar,PL,register,pesel,kpkvsk
KAPKOWSKI,KAPKOWSKA,grammar,PL,register,pesel,kpkvsk
KAPKY,KAPKA,grammar,,,,kpk
KAPLA,KAPLY,grammar,PL,register,pesel,kpl
KAPLAN,,,PL,register,pesel,kpln
KAPLANI,,,PL,register,pesel,kpln
KAPLAR,,,PL,register,pesel,kplr
KAPLARCZUK,,,PL,register,pesel,kplrck
KAPLARCZYK,,,PL,register,pesel,kplrck
KAPLARNA,KAPLARNY,grammar,PL,register,pesel,kplrn
KAPLARNY,KAPLARNA,grammar,PL,register,pesel,kplrn
KAPLER,,,PL,register,pesel,kplr
KĄPLEROWICZ,,,PL,register,pesel,kplrvc
KAPLETA,KAPLETY,grammar,PL,register,pesel,kplt
KAPLETY,KAPLETA,grammar,,,,kplt
KAPLEWSKA,KAPLEWSKI,grammar,PL,register,pesel,kplvsk
KAPLEWSKA-POCZEPKO,,,PL,register,pesel,kplvskps
KAPLEWSKI,KAPLEWSKA,grammar,PL,register,pesel,kplvsk
KAPLEWSKI-POCZEPKO,,,PL,register,pesel,kplvskps
KAPLICKA,KAPLICKI,grammar,PL,register,pesel,kplk
KAPLICKI,KAPLICKA,grammar,PL,register,pesel,kplk
KAPLIK,,,PL,register,pesel,kplk
KAPLIŃSKA,KAPLIŃSKI,grammar,PL,register,pesel,kplnsk
KAPLIŃSKI,KAPLIŃSKA,grammar,PL,register,pesel,kplnsk
KAPLITA,KAPLITY,grammar,PL,register,pesel,kplt
KAPLITA ROMERO,,,PL,register,pesel,kplt rmr
KAPLITY,KAPLITA,grammar,,,,kplt
KAPLLANI,,,PL,register,pesel,kpln
KAPLO,,,PL,register,pesel,kpl
KAPLON,,,PL,register,pesel,kpln
Kaplowitz,Koplowitz,curated,,,,kplvtz
KAPLUK,,,PL,register,pesel,kplk
KAPLUKIEWICZ,,,PL,register,pesel,kplkvc
KAPLY,KAPLA,grammar,,,,kpl
KAPLYTA,KAPLYTY,grammar,PL,register,pesel,kplt
KAPLYTTA,KAPLYTTY,grammar,PL,register,pesel,kplt
KAPLYTTY,KAPLYTTA,grammar,,,,kplt
KAPLYTY,KAPLYTA,grammar,,,,kplt
KAPNIK,,,PL,register,pesel,kpnk
KAPOJ,,,PL,register,pesel,kp
KAPOL,,,PL,register,pesel,kpl
KAPOLA,,,PL,register,pesel,kpl
KAPOLKA,KAPOLKY,grammar,PL,register,pesel,kplk
KAPOLKY,KAPOLKA,grammar,,,,kplk
KAPONIDIS,,,PL,register,pesel,kpnds
KAPONOW,,,PL,register,pesel,kpnv
KAPOOR,,,PL,register,pesel,kpr
KAPORIN,,,PL,register,pesel,kprn
KAPOSTYŃSKA,KAPOSTYŃSKI,grammar,PL,register,pesel,kpstnsk
KAPOSTYŃSKI,KAPOSTYŃSKA,grammar,PL,register,pesel,kpstnsk
KAPOWICKA,KAPOWICKI,grammar,PL,register,pesel,kpvk
KAPOWICKI,KAPOWICKA,grammar,PL,register,pesel,kpvk
KAPOWICZ,,,PL,register,pesel,kpvc
KAPOŁA,KAPOŁY,grammar,PL,register,pesel,kp
KAPOŁA-CZYŻ,,,PL,register,pesel,kpcz
KAPOŁKA,KAPOŁKY,grammar,PL,register,pesel,kpk
KAPOŁKA,KAPÓŁKY,grammar,PL,register,pesel,kpk
KAPOŁKY,KAPOŁKA,grammar,,,,kpk
KAPOŁKY,KAPÓŁKA,grammar,,,,kpk
KAPOŁY,KAPOŁA,grammar,,,,kp
KAPP,,,PL,register,pesel,kp
KAPPA,KAPPY,grammar,PL,register,pesel,kp
KAPPAUF,,,PL,register,pesel,kpf
KAPPEK,,,PL,register,pesel,kpk
KAPPEL,,,PL,register,pesel,kpl
KAPPES,,,PL,register,pesel,kps
KÄPPLER,,,PL,register,pesel,kplr
KAPPY,KAPPA,grammar,PL,register,pesel,kp
KAPRAK,,,PL,register,pesel,kprk
KAPRAL,,,PL,register,pesel,kprl
KAPRAL-ŚLĘZAK,,,PL,register,pesel,kprlslzk
KAPRAL-TYTYN,,,PL,register,pesel,kprlttn
KAPRALSKA,KAPRALSKI,grammar,PL,register,pesel,kprlsk
KAPRALSKI,KAPRALSKA,grammar,PL,register,pesel,kprlsk
KAPRAŃSKA,KAPRAŃSKI,grammar,PL,register,pesel,kprnsk
KAPRAŃSKI,KAPRAŃSKA,grammar,PL,register,pesel,kprnsk
KAPRASZEWSKA,KAPRASZEWSKI,grammar,PL,register,pesel,kprsvsk
KAPRASZEWSKI,KAPRASZEWSKA,grammar,PL,register,pesel,kprsvsk
KAPRAWA,KAPRAWY,grammar,PL,register,pesel,kprv
KAPRAWY,KAPRAWA,grammar,PL,register,pesel,kprv
KAPRIAN,,,PL,register,pesel,kprn
KAPROCKA,KAPROCKI,grammar,PL,register,pesel,kprk
KAPROCKA-GRAL,,,PL,register,pesel,kprkgrl
KAPROCKI,KAPROCKA,grammar,PL,register,pesel,kprk
KAPROL,,,PL,register,pesel,kprl
KAPROŃ,,,PL,register,pesel,kprn
KAPROŃSKA,KAPROŃSKI,grammar,PL,register,pesel,kprnsk
KAPROŃSKI,KAPROŃSKA,grammar,PL,register,pesel,kprnsk
KAPROT,,,PL,register,pesel,kprt
KAPROWSKA,KAPROWSKI,grammar,PL,register,pesel,kprvsk
KAPROWSKI,KAPROWSKA,grammar,PL,register,pesel,kprvsk
KAPRUSIAK,,,PL,register,pesel,kprsk
KAPRUZIAK,,,PL,register,pesel,kprzk
KAPRYAN,,,PL,register,pesel,kprn
KAPRYCZUK,,,PL,register,pesel,kprck
KAPRYKOWSKA,KAPRYKOWSKI,grammar,PL,register,pesel,kprkvsk
KAPRYKOWSKI,KAPRYKOWSKA,grammar,PL,register,pesel,kprkvsk
KAPRYŃSKA,KAPRYŃSKI,grammar,PL,register,pesel,kprnsk
KAPRYŃSKI,KAPRYŃSKA,grammar,PL,register,pesel,kprnsk
KAPRZYK,,,PL,register,pesel,kprzk
KAPS,,,PL,register,pesel,kps
KAPSA,KAPSY,grammar,PL,register,pesel,kps
KAPSALIS,,,PL,register,pesel,kpsls
KAPSIA,KAPSIY,grammar,PL,register,pesel,kps
KAPSIAK,,,PL,register,pesel,kpsk
KAPSIUKIEWICZ,,,PL,register,pesel,kpskvc
KAPSIY,KAPSIA,grammar,,,,kps
KAPSKA,KAPSKI,grammar,PL,register,pesel,kpsk
KAPSKI,KAPSKA,grammar,PL,register,pesel,kpsk
KAPSUL,,,PL,register,pesel,kpsl
KAPSY,KAPSA,grammar,,,,kps
KAPSZEWICZ,,,PL,register,pesel,kpsvc
KAPSZUKIEWICZ,,,PL,register,pesel,kpskvc
KAPTACZ,,,PL,register,pesel,kptc
KAPTAJN,,,PL,register,pesel,kptn
KAPTAN,,,PL,register,pesel,kptn
KAPTEINA,KAPTEINY,grammar,PL,register,pesel,kptn
KAPTEINY,KAPTEINA,grammar,,,,kptn
KAPTEJNA,KAPTEJNY,grammar,PL,register,pesel,kptn
KAPTEJNY,KAPTEJNA,grammar,PL,register,pesel,kptn
KAPTÓR,,,PL,register,pesel,kptr
KAPTOWANIEC,,,PL,register,pesel,kptvnc
KAPTUÉ FOTSO,,,PL,register,pesel,kpt fts
KAPTUR,,,PL,register,pesel,kptr
KAPTUR-PAUSZ,,,PL,register,pesel,kptrps
KAPTUR-POPRZĘCKA,KAPTUR-POPRZĘCKI,grammar,PL,register,pesel,kptrpprz
KAPTUR-POPRZĘCKI,KAPTUR-POPRZĘCKA,grammar,,,,kptrpprz
KAPTURCZAK,,,PL,register,pesel,kptrck
KAPTUREK,,,PL,register,pesel,kptrk
KAPTURKIEWICZ,,,PL,register,pesel,kptrkvc
KAPTUROWSKA,KAPTUROWSKI,grammar,PL,register,pesel,kptrvsk
KAPTUROWSKI,KAPTUROWSKA,grammar,PL,register,pesel,kptrvsk
KAPTURSKA,KAPTURSKI,grammar,PL,register,pesel,kptrsk
KAPTURSKI,KAPTURSKA,grammar,PL,register,pesel,kptrsk
KAPTURZAK,,,PL,register,pesel,kptrzk
KAPTYNA,KAPTYNY,grammar,PL,register,pesel,kptn
KAPTYNY,KAPTYNA,grammar,,,,kptn
KAPUCIŃSKA,KAPUCIŃSKI,grammar,PL,register,pesel,kpsnsk
KAPUCIŃSKI,KAPUCIŃSKA,grammar,PL,register,pesel,kpsnsk
KAPUCKA,KAPUCKI,grammar,PL,register,pesel,kpk
KAPUCKI,KAPUCKA,grammar,PL,register,pesel,kpk
KAPUCZYŃSKA,KAPUCZYŃSKI,grammar,PL,register,pesel,kpcnsk
KAPUCZYŃSKI,KAPUCZYŃSKA,grammar,,,,kpcnsk
KAPULA,KAPULY,grammar,PL,register,pesel,kpl
KAPULKIN,,,PL,register,pesel,kplkn
KAPULY,KAPULA,grammar,,,,kpl
KAPUR,,,PL,register,pesel,kpr
KAPURA,KAPURY,grammar,PL,register,pesel,kpr
KAPURY,KAPURA,grammar,,,,kpr
KAPUŚ,,,PL,register,pesel,kps
KAPUŚCIAK,,,PL,register,pesel,kpsk
KAPUŚCIAREK,,,PL,register,pesel,kpsrk
KAPUŚCIARZ,,,PL,register,pesel,kpsrz
KAPUŚCIARZ-KNAPCZYK,,,PL,register,pesel,kpsrzknp
KAPUŚCIEŃSKA,KAPUŚCIEŃSKI,grammar,PL,register,pesel,kpsnsk
KAPUŚCIEŃSKI,KAPUŚCIEŃSKA,grammar,PL,register,pesel,kpsnsk
KAPUŚCIJ,,,PL,register,pesel,kps
KAPUŚCIK,,,PL,register,pesel,kpsk
KAPUŚCIŃSKA,KAPUŚCIŃSKI,grammar,PL,register,pesel,kpsnsk
KAPUŚCIŃSKI,KAPUŚCIŃSKA,grammar,PL,register,pesel,kpsnsk
KAPUŚCIOK,,,PL,register,pesel,kpsk
KAPUŚNIAK,,,PL,register,pesel,kpsnk
KAPUŚNIAK-IDOWU,,,PL,register,pesel,kpsnkdv
KAPUŚNIK,,,PL,register,pesel,kpsnk
KAPUST,,,PL,register,pesel,kpst
KAPUSTA,KAPUSTY,grammar,PL,register,pesel,kpst
KAPUSTECKA,KAPUSTECKI,grammar,PL,register,pesel,kpstk
KAPUSTECKI,KAPUSTECKA,grammar,PL,register,pesel,kpstk
KAPUSTIANYK,,,PL,register,pesel,kpstnk
KAPUSTIN,,,PL,register,pesel,kpstn
KAPUSTINA,KAPUSTINY,grammar,PL,register,pesel,kpstn
KAPUSTINY,KAPUSTINA,grammar,,,,kpstn
KAPUSTKA,KAPUSTKY,grammar,PL,register,pesel,kpstk
KAPUSTKY,KAPUSTKA,grammar,,,,kpstk
KAPUSTNIK,,,PL,register,pesel,kpstnk
KAPUSTO,,,PL,register,pesel,kpst
KAPUSTY,KAPUSTA,grammar,,,,kpst
KAPUSTYŃSKA,KAPUSTYŃSKI,grammar,PL,register,pesel,kpstnsk
KAPUSTYŃSKI,KAPUSTYŃSKA,grammar,PL,register,pesel,kpstnsk
KAPUSZ,,,PL,register,pesel,kps
KAPUSZAK,,,PL,register,pesel,kpsk
KAPUSZYŃSKA,KAPUSZYŃSKI,grammar,PL,register,pesel,kpsnsk
KAPUSZYŃSKI,KAPUSZYŃSKA,grammar,PL,register,pesel,kpsnsk
KAPUT,,,PL,register,pesel,kpt
KAPUTA,KAPUTY,grammar,PL,register,pesel,kpt
KAPUTY,KAPUTA,grammar,,,,kpt
KAPUZA,KAPUZY,grammar,PL,register,pesel,kpz
KAPUZY,KAPUZA,grammar,,,,kpz
KAPUŁA,KAPUŁY,grammar,PL,register,pesel,kp
KAPUŁKA,KAPUŁKY,grammar,PL,register,pesel,kpk
KAPUŁKY,KAPUŁKA,grammar,,,,kpk
KAPUŁY,KAPUŁA,grammar,,,,kp
KAPY,KAPA,grammar,,,,kp
KAPY,KĄPA,grammar,,,,kp
KAPYRKA,KAPYRKY,grammar,PL,register,pesel,kprk
KAPYRKY,KAPYRKA,grammar,,,,kprk
KAPYŚ,,,PL,register,pesel,kps
KAPYSZ,,,PL,register,pesel,kps
KAPYSZEWSKA,KAPYSZEWSKI,grammar,PL,register,pesel,kpsvsk
KAPYSZEWSKI,KAPYSZEWSKA,grammar,PL,register,pesel,kpsvsk
KAPŁAN,,,PL,register,pesel,kpn
KAPŁANEK,,,PL,register,pesel,kpnk
KAPŁANIAK,,,PL,register,pesel,kpnk
KAPŁANIUK,,,PL,register,pesel,kpnk
KAPŁANOW,,,PL,register,pesel,kpnv
KAPŁANOWSKA,KAPŁANOWSKI,grammar,PL,register,pesel,kpnvsk
KAPŁANOWSKI,KAPŁANOWSKA,grammar,PL,register,pesel,kpnvsk
KAPŁAŃSKA,KAPŁAŃSKI,grammar,PL,register,pesel,kpnsk
KAPŁAŃSKI,KAPŁAŃSKA,grammar,PL,register,pesel,kpnsk
KAPŁON,,,PL,register,pesel,kpn
KAPŁON-SZAFLARSKA,KAPŁON-SZAFLARSKI,grammar,PL,register,pesel,kpnsflrs
KAPŁON-SZAFLARSKI,KAPŁON-SZAFLARSKA,grammar,,,,kpnsflrs
KAPŁONEK,,,PL,register,pesel,kpnk
KAPŁONIAK,,,PL,register,pesel,kpnk
KAPŁOŃSKA,KAPŁOŃSKI,grammar,PL,register,pesel,kpnsk
KAPŁOŃSKI,KAPŁOŃSKA,grammar,PL,register,pesel,kpnsk
KAPŁOWSKA,KAPŁOWSKI,grammar,PL,register,pesel,kpvsk
KAPŁOWSKI,KAPŁOWSKA,grammar,,,,kpvsk
KAPŁUCHA,KAPŁUCHY,grammar,PL,register,pesel,kpc
KAPŁUCHY,KAPŁUCHA,grammar,,,,kpc
KAPŁUN,,,PL,register,pesel,kpn
KAPŁUNOW,,,PL,register,pesel,kpnv
KAPŁUNOWSKI,,,PL,register,pesel,kpnvsk
KAPŁUSZUK,,,PL,register,pesel,kpsk
KAPŁYSZ,,,PL,register,pesel,kps
KARA,KARY,grammar,PL,register,pesel,kr
KARA-SAJEK,,,PL,register,pesel,krsk
KARAAGA,KARAAGY,grammar,PL,register,pesel,krg
KARAAGY,KARAAGA,grammar,,,,krg
KARAARGIROWA,KARAARGIROWY,grammar,PL,register,pesel,krrrv
KARAARGIROWY,KARAARGIROWA,grammar,,,,krrrv
KARAASLAN,,,PL,register,pesel,krsln
KARABA,KARABY,grammar,PL,register,pesel,krb
KARABACAK,,,PL,register,pesel,krbck
KARABACZ,,,PL,register,pesel,krbc
KARABAN,,,PL,register,pesel,krbn
KARABANIK,,,PL,register,pesel,krbnk
KARABANOWICZ,,,PL,register,pesel,krbnvc
KARABANOWSKA,KARABANOWSKI,grammar,PL,register,pesel,krbnvsk
KARABANOWSKI,KARABANOWSKA,grammar,PL,register,pesel,krbnvsk
KARABARZ,,,PL,register,pesel,krbrz
KARABASZ,,,PL,register,pesel,krbs
KARABAT,,,PL,register,pesel,krbt
KARABAY,,,PL,register,pesel,krb
KARABAZA,KARABAZY,grammar,PL,register,pesel,krbz
KARABAZY,KARABAZA,grammar,,,,krbz
